,state,gender,age,source,file,detail,duration
1447,sad,m,,asvp-esd,03-02-04-01-36-150-04-01-00-14-02.wav,sad,6.0
1448,sad,m,,asvp-esd,03-02-04-01-44-150-04-01-00-14-01.wav,sad,7.0
1449,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-05.wav,sad,9.0
1450,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-11.wav,sad,9.0
1451,sad,m,,asvp-esd,03-02-04-01-85-150-04-01-00-14-01.wav,sad,8.0
1452,sad,m,,asvp-esd,03-02-04-01-82-150-04-01-00-14-02.wav,sad,8.0
1453,sad,m,,asvp-esd,03-02-04-01-107-150-04-01-00-14-03.wav,sad,10.0
1454,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-14.wav,sad/sad,8.0
1455,sad,m,,asvp-esd,03-02-04-01-91-150-04-01-00-14-41.wav,sad,9.0
1456,sad,m,,asvp-esd,03-02-04-01-88-150-04-01-00-14-02.wav,sad,10.0
1457,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-12.wav,sad,9.0
1458,sad,m,,asvp-esd,03-02-04-01-86-150-04-01-00-14-04.wav,sad,9.0
1459,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-05.wav,sad,10.0
1460,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-11.wav,sad,10.0
1461,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-06.wav,sad,9.0
1462,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-23.wav,sad,5.0
1463,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-37.wav,sad/disgust,5.0
1464,sad,m,,asvp-esd,03-02-04-01-03-150-03-01-00-14-01.wav,sad,7.0
1465,sad,m,,asvp-esd,03-02-04-01-74-150-04-01-00-14.wav,sad,9.299625
1466,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-09.wav,sad,5.0
1467,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-21.wav,sad,5.0
1468,sad,m,,asvp-esd,03-02-04-01-157-150-04-01-00-14.wav,sad,6.0604375
1469,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-35.wav,sad/happy,5.0
1470,sad,m,,asvp-esd,03-02-04-01-26-150-04-01-00-14.wav,sad,6.530625
1471,sad,m,,asvp-esd,03-02-04-01-86-150-04-01-00-14-06.wav,sad,9.0
1472,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-07.wav,sad,10.0
1473,happy,m,,asvp-esd,03-02-03-01-03-150-03-01-01-13.wav,,8.5681875
1474,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-10.wav,sad,9.0
1475,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-04.wav,sad,9.0
1476,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-13.wav,sad,10.0
1477,sad,m,,asvp-esd,03-02-04-02-10-150-04-01-00-14-02.wav,sad,5.0
1478,sad,m,,asvp-esd,03-02-04-01-71-150-04-01-00-14-04.wav,sad,5.0
1479,sad,m,,asvp-esd,03-02-04-01-91-150-04-01-00-14-43.wav,sad,9.0
1480,sad,m,,asvp-esd,03-02-04-01-52-150-04-01-00-14 -04.wav,sad,9.0
1481,sad,m,,asvp-esd,03-02-04-01-85-150-04-01-00-14-03.wav,sad,8.0
1482,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-02.wav,sad,8.0
1483,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-16.wav,sad/fearful,8.0
1484,sad,m,,asvp-esd,03-02-04-01-107-150-04-01-00-14-01.wav,sad,10.0
1485,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-07.wav,sad,9.0
1486,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-13.wav,sad,9.0
1487,sad,m,,asvp-esd,03-02-04-01-44-150-04-01-00-14-03.wav,sad,7.0
1488,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-36.wav,sad/fearful,8.0
1489,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-07.wav,sad,5.0
1490,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-21.wav,sad,10.0
1491,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-35.wav,sad/happy,10.0
1492,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-22.wav,sad,8.0
1493,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-13.wav,sad,5.0
1494,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-09.wav,sad,10.0
1495,sad,m,,asvp-esd,03-02-04-01-07-150-04-01-00-14-01.wav,sad,10.0
1496,sad,m,,asvp-esd,03-02-04-02-98-150-04-01-00-14-01.wav,sad,6.0
1497,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-08.wav,sad,10.0
1498,sad,m,,asvp-esd,03-02-04-01-58-150-04-01-00-34.wav,sad,2.6645
1499,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-12.wav,sad,5.0
1500,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-23.wav,sad,8.0
1501,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-34.wav,sad/sad,10.0
1502,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-20.wav,sad,10.0
1503,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-06.wav,sad,5.0
1504,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-37.wav,sad/disgust,8.0
1505,sad,m,,asvp-esd,03-02-04-01-27-150-04-01-00-14.wav,sad,0.7314375
1506,sad,m,,asvp-esd,03-02-04-01-36-150-04-01-00-14-01.wav,sad,6.0
1507,sad,m,,asvp-esd,03-02-04-01-31-150-04-01-00-14-02.wav,sad,8.0
1508,sad,m,,asvp-esd,03-02-04-01-156-150-04-01-00-14.wav,sad,5.355125
1509,sad,m,,asvp-esd,03-02-04-01-44-150-04-01-00-14-02.wav,sad,7.0
1510,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-12.wav,sad,9.0
1511,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-06.wav,sad,9.0
1512,sad,m,,asvp-esd,03-02-04-01-82-150-04-01-00-14-01.wav,sad,8.0
1513,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-17.wav,sad/disgust,8.0
1514,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-03.wav,sad,8.0
1515,sad,m,,asvp-esd,03-02-04-01-85-150-04-01-00-14-02.wav,sad,8.0
1516,sad,m,,asvp-esd,03-02-04-01-52-150-04-01-00-14 -05.wav,sad,9.0
1517,sad,m,,asvp-esd,03-02-04-01-91-150-04-01-00-14-42.wav,sad,9.0
1518,sad,m,,asvp-esd,03-02-04-01-40-150-04-01-00-14-04.wav,sad,8.0
1519,sad,m,,asvp-esd,03-02-04-01-71-150-04-01-00-14-05.wav,sad,5.0
1520,sad,m,,asvp-esd,03-02-04-01-88-150-04-01-00-14-01.wav,sad,10.0
1521,sad,m,,asvp-esd,03-02-04-02-10-150-04-01-00-14-03.wav,sad,5.0
1522,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-12.wav,sad,10.0
1523,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-05.wav,sad,9.0
1524,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-11.wav,sad,9.0
1525,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-06.wav,sad,10.0
1526,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-34.wav,sad/sad,5.0
1527,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-20.wav,sad,5.0
1528,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-08.wav,sad,5.0
1529,sad,m,,asvp-esd,03-02-04-01-03-150-03-01-00-14-02.wav,sad,7.0
1530,happy,m,,asvp-esd,03-02-03-01-20-50-02-01-02-13.wav,,4.0431875
1531,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-09.wav,sad,7.2
1532,sad,m,,asvp-esd,03-02-04-01-33-50-04-01-00-14-01.wav,sad,8.0
1533,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-14.wav,sad,9.0
1534,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-01.wav,sad,6.0
1535,happy,m,,asvp-esd,03-02-03-01-02-50-02-01-02-13-01.wav,,7.0
1536,sad,m,,asvp-esd,03-02-04-01-04-50-02-01-02-14-01.wav,sad,10.2
1537,sad,m,,asvp-esd,03-02-04-01-23-50-02-01-00-14-06.wav,sad,10.0
1538,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-01.wav,,9.0
1539,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-15.wav,happy,9.0
1540,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-08.wav,sad,7.2
1541,sad,m,,asvp-esd,03-02-04-01-33-50-04-01-00-14-02.wav,sad,8.0
1542,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-03.wav,,9.0
1543,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-17.wav,disgust,9.0
1544,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-02.wav,sad,6.0
1545,sad,m,,asvp-esd,03-02-04-01-23-50-02-01-00-14-04.wav,sad,10.0
1546,sad,m,,asvp-esd,03-02-04-01-04-50-02-01-02-14-03.wav,sad,10.2
1547,happy,m,,asvp-esd,03-02-03-01-02-50-02-01-02-13-02.wav,,7.0
1548,happy,m,,asvp-esd,03-02-03-01-16-50-02-01-02-13-04.wav,,6.0
1549,happy,m,,asvp-esd,03-02-03-01-02-50-02-01-02-13-03.wav,,7.0
1550,sad,m,,asvp-esd,03-02-04-01-04-50-02-01-02-14-02.wav,sad,10.2
1551,sad,m,,asvp-esd,03-02-04-01-23-50-02-01-00-14-05.wav,sad,10.0
1552,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-03.wav,sad,6.0
1553,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-16.wav,fearful,9.0
1554,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-02.wav,,9.0
1555,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-08.wav,sad,7.0
1556,sad,m,,asvp-esd,03-02-04-01-15-50-04-01-00-14-02.wav,sad,6.0
1557,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-06.wav,,9.0
1558,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-12.wav,,9.0
1559,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-07.wav,sad,6.0
1560,sad,m,,asvp-esd,03-02-04-01-23-50-02-01-00-14-01.wav,sad,10.0
1561,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-09.wav,sad,6.0
1562,happy,m,,asvp-esd,03-02-03-01-16-50-02-01-02-13-01.wav,,6.0
1563,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-08.wav,sad,6.0
1564,sad,m,,asvp-esd,03-02-04-01-41-50-04-01-00-14-02.wav,sad,7.0
1565,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-06.wav,sad,6.0
1566,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-12.wav,sad,6.0
1567,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-13.wav,,9.0
1568,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-07.wav,,9.0
1569,sad,m,,asvp-esd,03-02-04-01-15-50-04-01-00-14-03.wav,sad,6.0
1570,sad,m,,asvp-esd,03-02-04-01-39-50-04-01-00-14-02.wav,sad,6.0
1571,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-09.wav,sad,7.0
1572,sad,m,,asvp-esd,03-02-04-01-15-50-04-01-00-14-01.wav,sad,6.0
1573,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-11.wav,,9.0
1574,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-05.wav,,9.0
1575,sad,m,,asvp-esd,03-02-04-01-19-50-04-01-00-14.wav,sad,3.648
1576,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-04.wav,sad,6.0
1577,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-10.wav,sad,6.0
1578,sad,m,,asvp-esd,03-02-04-01-23-50-02-01-00-14-02.wav,sad,10.0
1579,happy,m,,asvp-esd,03-02-03-01-02-50-02-01-02-13-04.wav,,7.0
1580,happy,m,,asvp-esd,03-02-03-01-16-50-02-01-02-13-03.wav,,6.0
1581,happy,m,,asvp-esd,03-02-03-01-16-50-02-01-02-13-02.wav,,6.0
1582,sad,m,,asvp-esd,03-02-04-01-23-50-02-01-00-14-03.wav,sad,10.0
1583,sad,m,,asvp-esd,03-02-04-01-41-50-04-01-00-14-01.wav,sad,7.0
1584,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-11.wav,sad,6.0
1585,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-05.wav,sad,6.0
1586,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-04.wav,,9.0
1587,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-10.wav,,9.0
1588,sad,m,,asvp-esd,03-02-04-01-39-50-04-01-00-14-01.wav,sad,6.0
1589,sad,m,,asvp-esd,03-02-04-02-22-50-04-01-00-14-03.wav,sad,6.0
1590,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-02.wav,,9.0
1591,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-16.wav,fearful,9.0
1592,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-02.wav,sad,9.0
1593,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-16.wav,sad/fearful,9.0
1594,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-17.wav,sad/disgust,9.0
1595,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-03.wav,sad,9.0
1596,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-17.wav,disgust,9.0
1597,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-03.wav,,9.0
1598,sad,m,,asvp-esd,03-02-04-02-22-50-04-01-00-14-02.wav,sad,6.0
1599,sad,m,,asvp-esd,03-02-04-01-13-50-04-01-00-14-01.wav,sad,7.0
1600,happy,m,,asvp-esd,03-01-03-01-02-50-04-02-02.wav,,11.61
1601,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-15.wav,happy,9.0
1602,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-08.wav,sad,7.2
1603,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-01.wav,,9.0
1604,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-15.wav,sad/happy,9.0
1605,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-01.wav,sad,9.0
1606,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-14.wav,sad/sad,9.0
1607,sad,m,,asvp-esd,03-02-04-01-13-50-04-01-00-14-02.wav,sad,7.0
1608,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-09.wav,sad,7.2
1609,sad,m,,asvp-esd,03-02-04-02-22-50-04-01-00-14-01.wav,sad,6.0
1610,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-14.wav,sad,9.0
1611,happy,m,,asvp-esd,03-02-03-01-06-50-02-01-02-13.wav,,2.1600625
1612,sad,m,,asvp-esd,03-02-04-01-14-50-02-01-02-14-02.wav,sad,8.0
1613,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-10.wav,sad,9.0
1614,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-04.wav,sad,9.0
1615,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-10.wav,,9.0
1616,sad,m,,asvp-esd,03-02-04-02-22-50-04-01-00-14-05.wav,sad,6.0
1617,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-04.wav,,9.0
1618,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-05.wav,,9.0
1619,sad,m,,asvp-esd,03-02-04-02-22-50-04-01-00-14-04.wav,sad,6.0
1620,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-11.wav,,9.0
1621,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-05.wav,sad,9.0
1622,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-11.wav,sad,9.0
1623,sad,m,,asvp-esd,03-02-04-01-14-50-02-01-02-14-01.wav,sad,8.0
1624,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-07.wav,sad,9.0
1625,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-13.wav,sad,9.0
1626,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-07.wav,,9.0
1627,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-13.wav,,9.0
1628,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-12.wav,,9.0
1629,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-06.wav,,9.0
1630,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-12.wav,sad,9.0
1631,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-06.wav,sad,9.0
1632,sad,m,,asvp-esd,03-02-04-01-11-50-04-01-00-14.wav,sad,6.268125
1633,sad,m,,asvp-esd,03-02-04-01-30-50-04-01-00-14.wav,sad,3.8
1634,sad,m,,asvp-esd,03-02-04-01-21-50-02-01-02-14-01.wav,sad,7.0
1635,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-02.wav,sad,7.2
1636,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-03.wav,sad,7.2
1637,sad,m,,asvp-esd,03-02-04-01-20-50-04-01-00-14.wav,sad,8.405625
1638,sad,m,,asvp-esd,03-02-04-01-16-50-04-01-00-14-01.wav,sad,7.0
1639,sad,m,,asvp-esd,03-02-04-01-16-50-04-01-00-14-03.wav,sad,7.0
1640,sad,m,,asvp-esd,03-02-04-01-21-50-02-01-02-14-02.wav,sad,7.0
1641,sad,m,,asvp-esd,03-02-04-01-14-50-04-01-00-14-04.wav,sad,10.2
1642,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-08.wav,sad,9.0
1643,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-08.wav,,9.0
1644,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-01.wav,sad,7.2
1645,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-09.wav,,9.0
1646,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-09.wav,sad,9.0
1647,sad,m,,asvp-esd,03-02-04-01-14-50-04-01-00-14-05.wav,sad,10.2
1648,sad,m,,asvp-esd,03-02-04-01-16-50-04-01-00-14-02.wav,sad,7.0
1649,sad,m,,asvp-esd,03-02-04-01-16-50-04-01-00-14-06.wav,sad,7.0
1650,sad,m,,asvp-esd,03-02-04-01-07-50-02-01-02-14-02.wav,sad,6.0
1651,sad,m,,asvp-esd,03-02-04-01-14-50-04-01-00-14-01.wav,sad,10.2
1652,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-04.wav,sad,7.2
1653,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-10.wav,sad,7.2
1654,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-19.wav,,9.0
1655,sad,m,,asvp-esd,03-02-04-01-21-50-04-01-00-14-18.wav,sad/surprise,9.0
1656,happy,m,,asvp-esd,03-02-03-01-35-50-02-01-00-13-18.wav,surprise,9.0
1657,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-05.wav,sad,7.2
1658,sad,m,,asvp-esd,03-02-04-01-38-50-04-01-00-14-01.wav,sad,7.0
1659,sad,m,,asvp-esd,03-02-04-01-07-50-02-01-02-14-03.wav,sad,6.0
1660,happy,m,,asvp-esd,03-02-03-01-01-50-02-01-02-13-02.wav,,6.0
1661,sad,m,,asvp-esd,03-02-04-01-40-50-04-01-00-14-01.wav,sad,10.0
1662,sad,m,,asvp-esd,03-02-04-01-16-50-04-01-00-14-05.wav,sad,7.0
1663,sad,m,,asvp-esd,03-02-04-01-40-50-04-01-00-14-03.wav,sad,10.0
1664,happy,m,,asvp-esd,03-02-03-01-09-50-02-01-02-13.wav,,6.56475
1665,sad,m,,asvp-esd,03-02-04-01-07-50-02-01-02-14-01.wav,sad,6.0
1666,sad,m,,asvp-esd,03-02-04-01-14-50-04-01-00-14-02.wav,sad,10.2
1667,sad,m,,asvp-esd,03-02-04-01-38-50-04-01-00-14-03.wav,sad,7.0
1668,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-07.wav,sad,7.2
1669,sad,m,,asvp-esd,03-02-04-01-32-50-04-01-00-14-06.wav,sad,7.2
1670,sad,m,,asvp-esd,03-02-04-01-38-50-04-01-00-14-02.wav,sad,7.0
1671,sad,m,,asvp-esd,03-02-04-01-14-50-04-01-00-14-03.wav,sad,10.2
1672,happy,m,,asvp-esd,03-02-03-01-01-50-02-01-02-13-01.wav,,6.0
1673,sad,m,,asvp-esd,03-02-04-01-40-50-04-01-00-14-02.wav,sad,10.0
1674,sad,m,,asvp-esd,03-02-04-01-16-50-04-01-00-14-04.wav,sad,7.0
1675,sad,m,,asvp-esd,03-02-04-01-44-50-04-01-00-14-05.wav,sad,10.0
1676,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-07.wav,sad,7.0
1677,sad,m,,asvp-esd,03-02-04-01-09-50-04-01-00-14-77-05.wav,sad/high_noise,6.0
1678,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-09.wav,,9.0
1679,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-08.wav,sad,6.0
1680,sad,m,,asvp-esd,03-02-04-01-60-50-04-01-00-14-07.wav,sad,10.0
1681,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-06.wav,sad,6.0
1682,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-07.wav,sad,6.0
1683,sad,m,,asvp-esd,03-02-04-01-60-50-04-01-00-14-06.wav,sad,10.0
1684,sad,m,,asvp-esd,03-02-04-01-25-50-04-01-00-14-09.wav,sad,6.0
1685,sad,m,,asvp-esd,03-02-04-02-23-50-04-01-00-14-01.wav,sad,6.0
1686,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-08.wav,,9.0
1687,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-06.wav,sad,7.0
1688,sad,m,,asvp-esd,03-02-04-01-44-50-04-01-00-14-04.wav,sad,10.0
1689,sad,m,,asvp-esd,03-02-04-01-09-50-04-01-00-14-77-04.wav,sad/high_noise,6.0
1690,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-01.wav,sad,7.2
1691,sad,m,,asvp-esd,03-02-04-01-15-50-02-01-02-14-04.wav,sad,10.2
1692,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-03.wav,sad,7.2
1693,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-10.wav,sad,7.0
1694,sad,m,,asvp-esd,03-02-04-01-09-50-04-01-00-14-77-06.wav,sad/high_noise,6.0
1695,sad,m,,asvp-esd,03-02-04-01-44-50-04-01-00-14-06.wav,sad,10.0
1696,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-04.wav,sad,7.0
1697,sad,m,,asvp-esd,03-02-04-02-23-50-04-01-00-14-03.wav,sad,6.0
1698,sad,m,,asvp-esd,03-02-04-01-60-50-04-01-00-14-04.wav,sad,10.0
1699,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-11.wav,sad,6.0
1700,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-05.wav,sad,6.0
1701,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-04.wav,sad,6.0
1702,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-10.wav,sad,6.0
1703,sad,m,,asvp-esd,03-02-04-01-60-50-04-01-00-14-05.wav,sad,10.0
1704,sad,m,,asvp-esd,03-02-04-02-23-50-04-01-00-14-02.wav,sad,6.0
1705,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-05.wav,sad,7.0
1706,sad,m,,asvp-esd,03-02-04-01-44-50-04-01-00-14-07.wav,sad,10.0
1707,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-11.wav,sad,7.0
1708,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-02.wav,sad,7.2
1709,sad,m,,asvp-esd,03-02-04-01-15-50-02-01-02-14-05.wav,sad,10.2
1710,sad,m,,asvp-esd,03-02-04-01-15-50-02-01-02-14-01.wav,sad,10.2
1711,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-06.wav,sad,7.2
1712,sad,m,,asvp-esd,03-02-04-01-44-50-04-01-00-14-03.wav,sad,10.0
1713,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-01.wav,sad,7.0
1714,sad,m,,asvp-esd,03-02-04-01-09-50-04-01-00-14-77-03.wav,sad/high_noise,6.0
1715,sad,m,,asvp-esd,03-02-04-01-60-50-04-01-00-14-01.wav,sad,10.0
1716,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-01.wav,sad,6.0
1717,sad,m,,asvp-esd,03-02-04-01-44-50-04-01-00-14-02.wav,sad,10.0
1718,sad,m,,asvp-esd,03-02-04-01-09-50-04-01-00-14-77-02.wav,sad/high_noise,6.0
1719,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-07.wav,sad,7.2
1720,sad,m,,asvp-esd,03-02-04-01-15-50-02-01-02-14-02.wav,sad,10.2
1721,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-05.wav,sad,7.2
1722,sad,m,,asvp-esd,03-02-04-01-15-50-02-01-00-14.wav,sad,8.9165
1723,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-02.wav,sad,7.0
1724,happy,m,,asvp-esd,03-02-03-01-35-50-04-01-00-13-18.wav,surprise,9.0
1725,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-03.wav,sad,6.0
1726,sad,m,,asvp-esd,03-02-04-01-60-50-04-01-00-14-02.wav,sad,10.0
1727,happy,m,,asvp-esd,03-01-03-01-01-50-04-02-02.wav,,14.8375625
1728,sad,m,,asvp-esd,03-02-04-01-60-50-04-01-00-14-03.wav,sad,10.0
1729,sad,m,,asvp-esd,03-02-04-01-22-50-04-01-00-14-02.wav,sad,6.0
1730,sad,m,,asvp-esd,03-02-04-01-09-50-04-01-00-14-77-01.wav,sad/high_noise,6.0
1731,sad,m,,asvp-esd,03-02-04-01-18-50-04-01-00-14-03.wav,sad,7.0
1732,sad,m,,asvp-esd,03-02-04-01-44-50-04-01-00-14-01.wav,sad,10.0
1733,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-04.wav,sad,7.2
1734,sad,m,,asvp-esd,03-02-04-01-01-50-02-01-02-14-10.wav,sad,7.2
1735,sad,m,,asvp-esd,03-02-04-01-15-50-02-01-02-14-03.wav,sad,10.2
1736,happy,m,,asvp-esd,03-02-03-01-03-200-05-02-01-13.wav,,17.39175
1737,happy,m,,asvp-esd,03-02-03-01-02-200-05-02-01-13.wav,,8.1618125
